Dependents,ApplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Male,Gender_nan,Married_Yes,Married_nan,Self_Employed_Yes,Self_Employed_nan,Education_Not Graduate,Property_Area_Semiurban,Property_Area_Urban,Loan_Status_Y,TotalIncome
0.666666667,0.898829834,1.040084949,0.75,0,1,0,1,0,0,0,0,1,0,0,0.635034418
0.666666667,0.70769382,1.077723801,0.75,1,1,0,1,0,0,0,0,0,1,1,0.683278561
0,1.031515036,1.124123876,1,0,0,0,0,0,0,0,0,0,1,0,0.783969577
0,0.568366712,1.260485015,0.75,1,1,0,1,0,0,0,0,1,0,1,0.823977086
1,0.901059644,0.942305971,0.75,1,1,0,1,0,0,1,0,0,1,1,0.81728774
0.333333333,1.195453326,1.376557186,0.75,1,1,0,1,0,0,0,0,1,0,1,0.964938841
0.333333333,0.935269726,1.082986971,0.75,1,0,0,1,0,0,0,0,0,1,1,0.676181076
0,0.979221277,1.163635189,1,1,0,0,0,0,0,0,0,0,0,0,1.037832899
0.333333333,0.49402722,0.960270526,0.75,1,1,0,1,0,0,0,0,0,1,0,0.716720592
0,0.448238924,0.833919734,0.75,0,1,0,1,0,0,0,1,0,1,0,0.686433567
0,0.659600145,0.911628719,0.75,1,1,0,1,0,0,0,1,1,0,1,0.669948246
0,0.979221277,1.067113622,0.75,1,0,0,0,0,0,0,0,0,0,1,0.725558549
0.333333333,0.409171456,0.853920401,0.75,1,1,0,1,0,0,0,0,0,1,1,0.468399218
0,0.841404657,1.108895156,0.75,1,1,0,0,0,0,0,0,0,0,1,0.921428965
0,0.491094973,0.960270526,0.75,1,1,0,0,0,0,0,1,0,1,0,0.158623585
0,0.805603285,1.082986971,0.75,1,0,0,0,0,0,0,0,0,0,1,0.78546514
0,0.571661927,0.905378698,0.75,0,0,0,0,0,0,0,0,0,1,0,0.61316286
0,2.06478887,2.116535666,0.75,1,1,0,0,0,0,0,0,0,0,0,1.887865907
0.666666667,1.274390539,1.316054866,0.75,1,1,0,1,0,0,0,1,0,0,1,1.051045357
0,0.667016087,0.771399377,0.75,1,0,0,0,0,0,0,0,1,0,1,0.368219388
0,0.668773712,0.948330086,0.75,1,1,0,0,0,0,0,1,1,0,1,0.772336912
0,0.592156803,0.547359367,0.75,1,0,0,0,0,0,0,0,0,0,1,0.279887301
0.666666667,1.070926054,1.129149013,0.175,1,1,0,1,0,1,0,0,0,0,1,0.82776097
0,0.585689828,1.201644515,0.75,1,0,1,1,0,0,0,0,0,0,0,0.621680946
0.333333333,0.748404331,0.948330086,0.375,1,1,0,1,0,0,0,1,0,1,1,0.731168385
0.666666667,0.798687629,1.000973819,0.75,1,1,0,1,0,0,0,0,1,0,1,0.520908126
0,0.503187271,0.799669811,0.75,1,1,0,1,0,0,0,0,0,1,1,0.601636931
0.333333333,0.771170845,0.954318127,0.75,1,0,0,0,0,0,0,0,1,0,1,0.489259873
0.333333333,1.476175794,1.182820429,0.75,1,1,0,1,0,1,0,0,0,0,0,1.268598229
0,0.571661927,0.972070073,0.75,1,1,0,1,0,0,0,0,1,0,1,0.66106419
1,0.890704833,1.023509984,0.75,1,1,0,1,0,0,0,0,1,0,1,0.655509985
0.666666667,0.780636878,0.960270526,0.75,1,1,0,1,0,0,0,1,0,0,1,0.75273687
0,0.709887173,1.067113622,0.75,1,0,0,0,0,0,0,0,0,0,1,0.879161098
1,1.806643861,1.706860025,0.75,1,1,0,1,0,0,0,0,0,0,1,1.618565023
0.333333333,1.365820557,1.900602287,0.75,0,1,0,1,0,1,0,0,0,0,0,1.535414957
0,0.968478228,1.056389658,0.75,0,1,0,0,0,0,0,0,0,0,1,0.713513869
0,1.079347649,1.311888193,0.75,1,1,0,1,0,1,0,0,1,0,1,1.082928842
0,0.889438119,0.942305971,0.75,1,0,0,1,0,0,0,0,0,1,0,0.954553101
0,0.590828782,0.641445806,0.75,1,0,0,0,0,0,0,0,0,1,1,0.278309335
0.333333333,0.89659504,0.983732013,0.75,1,1,0,0,0,0,0,0,0,1,1,0.882372328
0,0.67017759,0.867035343,0.75,1,1,0,0,0,0,0,0,1,0,1,0.371924169
0,0.652128794,0.673577084,0.75,1,1,0,0,0,0,0,0,0,1,1,0.350746581
0,3.120509738,2.135037581,0.375,1,1,0,1,0,0,1,0,0,1,1,2.967850977
0.333333333,1.463009411,1.3035024,0.375,1,0,1,1,0,1,0,0,0,1,1,1.399291002
0,1.041967882,0.665640535,0.75,1,1,0,1,0,1,0,0,1,0,1,1.268011429
0.333333333,1.010899567,1.206295686,0.75,1,1,0,1,0,0,1,0,0,0,1,0.852458053
0.666666667,0.590828782,1.27791465,0.75,1,1,0,1,0,1,0,0,0,0,1,0.990164132
1,0.454785592,0.960270526,0.75,0,0,0,0,0,0,0,1,0,1,0,0.114432922
0,0.864771913,0.673577084,0.75,1,0,0,0,0,0,0,0,1,0,1,0.596398397
1,0.618353455,1.264870987,0.75,1,1,0,1,0,0,0,1,0,0,0,0.608471124
0,0.567395461,0.453393575,0.75,1,0,0,0,0,0,0,0,0,0,0,0.250400073
0.333333333,0.92008814,1.196971609,0.75,1,1,0,1,0,0,0,1,0,1,1,0.832567989
1,0.71106622,0.697015657,0.75,1,1,0,1,0,0,0,1,1,0,1,0.419661215
0.666666667,0.606462929,1.029065554,0.75,1,1,0,1,0,0,1,0,0,0,1,0.712929722
0,0.59063892,1.206295686,0.75,1,1,0,1,0,0,0,0,1,0,1,0.719336647
0,0.768313474,1.168466116,0.75,0,1,0,1,0,0,0,1,0,0,0,0.950990326
0.666666667,0.695800042,1.03459043,0.75,1,1,0,1,0,0,0,1,0,1,1,0.761124314
0,1.137602272,1.584318852,0.75,1,1,0,1,0,0,0,0,1,0,1,1.34255898
0,0.614282014,1.324336487,0.75,1,1,0,1,0,0,0,0,0,0,1,1.169573604
0,1.401642976,1.480546899,0.75,1,1,0,1,0,0,0,0,1,0,1,1.188636477
0,1.373140533,1.729114073,0.75,1,1,0,0,0,0,0,0,0,0,0,1.487297131
1,0.621856408,0.84729786,0.75,1,1,0,1,0,0,0,0,0,0,1,0.688681065
0,1.041605081,0.911628719,0.75,0,0,0,1,0,1,0,0,0,0,0,0.795199429
0,0.576102946,1.056389658,0.75,1,0,0,1,0,0,0,0,1,0,1,0.370485052
0,0.813383645,0.977918043,0.375,1,0,0,0,0,0,0,0,0,1,1,0.537757747
0.666666667,1.336263067,1.229232471,0.75,1,1,0,1,0,0,0,0,0,0,1,1.387008737
0.333333333,0.822761313,0.641445806,0.75,1,1,0,1,0,0,0,0,0,1,0,0.548490821
0,0.681511626,0.879980508,1,0,1,0,1,0,0,0,1,0,1,0,0.676181076
1,1.000493255,1.376557186,0.75,1,1,0,1,0,0,0,0,1,0,1,1.118219885
0.333333333,0.942908466,0.749659391,0.75,1,0,0,0,0,0,0,0,1,0,0,0.684782186
0.666666667,0.979221277,1.508374782,0.75,1,1,0,1,0,0,0,0,1,0,1,1.150140265
0,0.946506551,1.056389658,0.75,1,1,0,1,0,0,0,0,0,1,1,0.988280286
0,0.683763099,0.84729786,0.625,1,1,0,1,0,0,0,0,0,1,1,0.866086725
0,1.189941665,1.113997208,0.75,1,1,0,0,0,1,0,0,0,0,1,0.958903127
0,1.124662476,1.072432783,0.75,1,1,0,0,0,0,0,1,0,0,0,0.887169921
0,0.590828782,0.853920401,1,1,1,0,0,0,0,0,0,1,0,0,0.278309335
0,0.995059146,1.023509984,0.75,0,1,0,0,0,0,0,0,0,0,0,0.743286994
0.333333333,1.136722813,1.273585639,0.75,1,1,0,1,0,0,0,0,1,0,1,0.900457788
0,2.042677107,2.271886106,0.75,1,1,0,1,0,0,0,0,0,0,0,2.082513348
0,1.848475054,0.538350297,0.75,1,0,0,0,0,1,0,0,1,0,1,1.662414234
0.666666667,1.002759259,1.182820429,0.75,1,1,0,1,0,0,0,0,1,0,1,0.751894244
0.666666667,1.421692935,1.909829572,0.625,1,1,0,1,0,1,0,0,0,0,1,1.740508913
0.333333333,0.692204148,0.948330086,0.375,0,1,0,0,0,0,0,0,0,1,0,0.73260175
0,0.639731941,0.942305971,0.75,1,0,0,0,0,0,1,0,0,1,1,0.606685726
0,0.955379606,1.000973819,0.375,1,1,0,1,0,0,0,0,0,1,1,0.826979271
1,1.373140533,1.056389658,0.75,1,1,0,1,0,0,0,0,0,0,1,1.541620954
0,0.886193653,1.056389658,0.75,1,1,0,1,0,0,0,0,1,0,1,0.620720268
0,0.693404217,0.673577084,1,1,1,0,0,0,0,0,0,0,1,0,0.399081069
0.666666667,1.028333243,1.056389658,0.75,1,1,0,1,0,0,0,0,0,1,1,0.780425694
0,0.73764365,1.045549444,0.75,1,1,0,1,0,0,1,0,1,0,1,0.839027465
0,1.093572475,1.695544487,0.75,1,1,0,0,0,0,0,0,1,0,1,1.282992244
0,1.100324618,1.187559775,0.75,1,0,0,0,0,0,0,0,0,1,1,0.860304613
0,1.225286462,1.045549444,0.75,1,1,0,0,0,1,0,0,0,1,1,0.99755434
0.666666667,0.921725807,0.879980508,0.75,1,1,0,1,0,0,0,0,0,1,0,0.660910323
0.333333333,0.790947053,0.960270526,0.375,1,1,0,0,0,0,1,0,0,1,1,0.512018535
0,0.561157016,1.067113622,0.75,1,1,0,0,0,0,0,1,1,0,1,0.56064207
0,0.683243978,0.960270526,0.75,0,1,0,1,0,0,0,1,0,1,0,0.878542369
0,0.558611489,1.088222585,0.75,1,1,0,1,0,0,0,0,0,1,1,0.688830719
0,1.04015256,1.029065554,0.75,1,1,0,1,0,0,0,0,0,0,1,0.793583613
1,1.40870628,1.316054866,0.75,1,1,0,0,0,0,0,0,0,0,1,1.196233104
1,1.436552415,1.633941435,0.75,1,1,0,1,0,0,0,0,0,0,1,1.226142791
0,0.606462929,1.000973819,0.75,1,1,0,1,0,0,0,0,0,1,1,0.681018874
0.666666667,0.48962562,0.960270526,0.375,1,1,0,1,0,0,0,1,1,0,1,0.503229386
0.666666667,0.698701564,0.960270526,0.75,1,1,0,1,0,0,0,0,0,1,1,0.650702353
0.666666667,0.728256229,1.082986971,0.75,1,1,0,1,0,0,0,0,1,0,1,0.528490476
0,0.712243878,0.673577084,0.75,0,0,0,0,0,0,0,0,0,1,0,0.421031322
0,0.687217036,0.84729786,0.75,1,1,0,1,0,0,0,0,0,1,1,0.649457912
0,0.826817809,0.936245346,0.75,1,1,0,0,0,0,0,1,0,0,1,0.804306725
0,0.380301091,0.89908937,0.75,0,0,0,0,0,0,0,0,1,0,0,0.444231561
0.666666667,0.662078241,0.443492504,0.375,0,1,0,1,0,0,0,1,0,1,0,0.362428975
0,0.638103571,0.624984529,0.625,1,1,0,0,0,0,0,1,0,0,0,0.334243832
0,0.590828782,0.89908937,0.75,1,1,0,0,0,0,0,0,1,0,1,1.985242707
0,0.48330382,0.520084949,0.75,1,0,0,0,0,0,0,1,1,0,1,0.149170493
0,1.252493621,1.352793691,0.75,1,0,0,0,0,1,0,0,0,0,0,1.027221135
0,0.919131594,0.972070073,0.75,1,0,0,0,0,0,0,0,1,0,1,0.65798233
0,0.525524265,0.972070073,0.75,1,1,0,1,0,0,0,1,0,1,1,0.66106419
0,0.534803202,0.633249039,0.75,1,0,0,0,0,0,0,1,0,0,1,0.211370429
0.333333333,1.3332858,1.168466116,0.625,0,1,0,1,0,0,0,0,1,0,0,1.114902677
1,3.357318019,1.86281739,0.75,0,1,0,1,0,0,0,0,0,0,0,3.207352847
0.333333333,0.821556222,0.59977311,0.75,1,0,0,0,0,1,0,1,1,0,0,0.547112364
0,1.1291052,1.206295686,0.75,1,1,0,1,0,0,1,0,0,1,1,0.892066735
0,1.111214635,1.444636398,0.75,0,1,0,1,0,0,0,1,0,0,0,0.87233394
0,0.542802445,0.942305971,0.75,1,1,0,1,0,0,0,1,0,0,1,0.616868303
0,0.52186981,1.286516853,0.75,0,0,0,1,0,0,0,1,1,0,0,0.779742736
0,0.680644323,0.582605306,0.75,1,0,0,0,0,0,0,0,0,1,1,0.38417524
0.333333333,0.609635166,1.206295686,0.75,1,0,0,0,0,0,0,0,0,1,0,0.300618779
0.666666667,0.403463678,1.518613779,0.75,1,1,0,1,0,1,0,0,0,1,0,1.947711083
0,0.262298347,0.954318127,0.75,1,1,0,1,0,0,0,0,0,0,1,0.535143636
0,0.723279857,1.098612289,0.75,1,1,0,1,0,0,0,0,1,0,1,0.675726331
0,1.080628058,1.098612289,0.75,1,1,0,1,0,0,0,0,0,0,1,0.83851224
0,0.631745693,0.742306417,0.75,0,0,0,0,0,0,0,1,0,1,0,0.326749299
0,0.452608128,0.879980508,0.75,1,1,0,1,0,0,0,0,0,1,1,0.488894415
0.333333333,1.233606478,0.942305971,0.75,0,1,0,1,0,0,0,0,0,1,0,1.173452229
0,1.799867045,0.853920401,0.75,1,1,0,1,0,0,0,0,1,0,1,1.611452867
0,0.621856408,1.006655653,0.75,1,1,0,1,0,0,0,0,0,0,1,0.975217826
0.333333333,0.927165407,0.749659391,0.75,1,0,0,0,0,0,0,1,0,0,0,0.667046636
0.666666667,1.092883256,1.072432783,0.75,1,1,0,1,0,0,0,0,1,0,1,0.852076815
0,0.667543699,0.792676776,0.75,1,1,0,1,0,0,0,0,0,0,1,0.372154236
0,0.631198847,0.582605306,0.375,1,1,0,0,0,0,0,1,0,1,1,0.326104289
0.333333333,1.362140378,1.15878081,0.75,1,0,0,0,0,1,0,0,1,0,1,1.146075254
0,1.155786571,0.911628719,0.75,0,1,0,0,0,0,0,0,0,0,0,0.921428965
0,1.67932841,1.965647632,0.75,1,1,0,0,0,0,1,0,1,0,1,1.484532294
0,0.576488192,1.124123876,0.75,1,1,0,1,0,0,0,0,1,0,1,0.691072841
0,0.803763782,0.879980508,0.75,1,1,0,0,0,0,0,0,0,1,1,0.526732262
0,1.479850257,1.056389658,0.5,1,0,0,0,1,0,0,0,1,0,1,1.272529285
0,0.475451488,0.492045729,0.75,1,1,0,0,0,0,0,0,1,0,1,0.531472363
0,0.534803202,1.056389658,0.75,1,1,0,1,0,0,0,0,0,1,1,0.451467493
0,1.508238963,1.324336487,0.75,0,1,0,0,0,1,0,0,0,1,0,1.302866797
0,1.222766808,1.098612289,0.75,1,0,0,1,0,1,0,1,0,0,1,0.994803183
0,0.789858575,1.324336487,0.75,1,1,0,0,0,0,0,0,1,0,1,1.155503422
0,1.296568389,1.29504569,0.75,1,1,0,1,0,0,0,0,0,0,1,1.246054123
1,0.940770142,1.149000781,0.75,1,1,0,0,0,0,0,1,1,0,1,0.944869573
0.333333333,2.6302415,1.168466116,0.75,1,1,0,0,0,0,0,0,1,0,1,2.469455819
0,1.241857842,1.273585639,0.625,1,1,0,1,0,0,0,0,0,0,1,1.657143635
0.333333333,0.759210888,1.056389658,0.75,1,1,0,1,0,1,0,0,0,0,1,0.677695404
0.666666667,0.933384584,0.942305971,0.75,1,1,0,1,0,0,0,1,0,0,1,0.674057158
0,0.770853762,0.538350297,0.75,1,1,0,1,0,0,1,0,0,0,0,0.713221838
0.666666667,0.738790439,1.15878081,0.75,0,1,0,1,0,0,0,0,0,0,0,0.732744974
0.333333333,0.640635447,1.336631723,0.75,1,1,0,0,0,1,0,1,1,0,0,0.620880445
0.666666667,0.553894963,1.029065554,0.75,0,1,0,1,0,0,0,1,0,0,0,0.493453062
0.666666667,0.48224629,0.582605306,0.625,1,1,0,1,0,0,0,1,0,1,1,0.46578415
0,0.833691202,1.153902752,0.75,0,1,0,1,0,0,0,0,0,0,0,0.819259844
0,0.587596225,0.813510863,0.375,0,1,0,1,0,0,0,0,0,0,1,0.718174801
0,1.216998145,0.771399377,0.75,1,1,0,0,0,1,0,0,1,0,1,0.988502099
0.666666667,0.820349676,0.853920401,0.75,1,1,0,1,0,0,0,0,1,0,1,0.545732005
0,0.884921208,0.989512376,0.75,1,1,0,1,0,0,0,0,0,1,1,0.619277519
0,0.79729874,1.264870987,0.75,1,1,0,1,0,0,0,0,0,1,0,0.894627995
0.666666667,0.892391292,1.088222585,0.75,1,1,0,0,0,0,0,0,0,0,1,0.627743899
0,1.336353149,1.206295686,0.75,1,1,0,1,0,0,0,0,1,0,0,1.118219885
0,0.508354707,1.206295686,0.75,1,0,1,1,0,1,0,0,1,0,1,0.881014989
1,1.281362203,1.045549444,0.375,1,1,0,1,0,0,0,0,0,1,1,1.058621078
0,0.68410903,1.173273817,0.75,1,1,0,1,0,0,0,0,0,0,1,0.754419996
0.333333333,1.003513455,1.067113622,0.75,1,0,0,0,0,0,1,1,1,0,1,0.75273687
0,0.865637651,0.867035343,0.75,0,1,0,0,0,0,0,0,1,0,0,0.597382714
0,1.100324618,1.108895156,0.75,1,1,0,0,0,0,0,0,0,0,1,0.860304613
1,0.672279719,0.665640535,0.375,0,1,0,1,0,0,0,1,0,1,0,0.667811034
0,1.897608298,0.942305971,0.75,1,0,1,1,0,0,0,0,1,0,1,1.713807592
0.666666667,0.020356937,0.867035343,0.75,1,0,0,1,0,0,1,1,1,0,1,0.410610654
0,0.889438119,0.942305971,0.75,1,1,0,1,0,0,0,0,0,1,0,0.954553101
0.333333333,0.756640812,1.215533627,0.75,1,1,0,1,0,1,0,0,1,0,1,0.799093571
0.333333333,0.619460977,0.960270526,0.375,0,1,0,1,0,0,0,1,0,0,0,0.5952488
1,0.938627236,0.879980508,0.75,1,1,0,1,0,0,0,0,1,0,1,0.679962604
0,0.590828782,0.833919734,0.75,1,0,0,0,0,1,0,0,0,1,1,0.278309335
0.666666667,1.045468187,1.215533627,0.75,1,1,0,0,0,0,0,0,0,0,1,1.283570322
0.666666667,1.888989334,1.15878081,0.75,1,1,0,1,0,1,0,0,0,0,1,1.758281316
0.666666667,1.177137796,1.487576805,0.625,1,1,0,1,0,0,0,0,1,0,1,1.129455313
0.666666667,0.659245629,1.067113622,0.75,0,0,1,1,0,0,0,0,1,0,0,0.688082226
0.333333333,1.896322752,0.785634493,0.75,1,1,0,1,0,1,0,0,1,0,1,1.826659111
0.666666667,0.672279719,1.056389658,0.75,1,1,0,1,0,0,0,0,0,1,0,0.658445215
0,0.891829455,1.178058516,0.75,1,0,0,0,0,0,0,1,0,0,1,0.627107421
1,0.697849049,0.960270526,0.75,1,1,0,1,0,0,0,1,0,0,1,0.404265949
0,0.508354707,1.045549444,0.75,1,1,0,1,0,0,0,0,1,0,1,0.758615459
0,1.539379472,1.501490073,0.75,1,1,0,1,0,0,0,0,1,0,1,1.336078173
0.666666667,1.336263067,1.542104792,0.75,1,1,0,1,0,0,0,0,1,0,1,1.118122477
0.333333333,0.48224629,1.061766015,0.75,1,1,0,1,0,0,0,1,0,0,1,0.634086489
0.666666667,0.772121491,0.742306417,0.75,0,1,0,0,0,0,0,0,0,0,0,0.490355444
0.333333333,1.978569652,2.153203385,0.75,1,1,0,1,0,0,0,0,0,1,0,1.798249205
0.666666667,0.924041253,1.206295686,0.75,1,1,0,1,0,1,0,0,1,0,1,0.940923235
0,0.578412194,0.704708003,0.75,1,1,0,0,0,0,0,0,0,1,0,0.26353665
0,0.627911473,0.853920401,0.75,1,1,0,0,0,0,0,1,1,0,1,0.793044428
0.333333333,1.021198703,1.320204249,0.75,1,1,0,1,0,0,0,1,0,1,1,0.917150676
0,0.794670008,0.942305971,0.75,1,1,0,0,0,0,0,1,0,0,1,0.516295402
0,1.926529027,1.469908501,0.75,1,0,0,0,0,1,0,1,1,0,1,1.744005403
0,0.780008589,0.995259518,0.75,0,1,0,1,0,0,0,0,0,0,0,0.828802285
0.333333333,0.736495544,0.911628719,0.175,1,0,0,1,0,0,0,0,1,0,1,0.609281616
0,0.609635166,0.924012778,0.75,1,1,0,1,0,0,0,1,0,0,1,0.619117085
0,0.929738888,0.948330086,0.025,1,1,0,1,0,0,0,0,0,1,1,1.031585587
0.333333333,0.663138406,0.84729786,0.75,1,1,0,1,0,1,0,0,1,0,1,0.363672604
0,1.13209292,1.411176027,0.75,0,1,0,0,0,0,0,0,0,0,0,1.325525725
0,0.156718075,0.960270526,1,1,0,0,0,0,0,0,0,0,0,1,0.623599537
0,0.708706734,0.879980508,0.75,1,0,0,0,0,0,0,0,1,0,1,0.416915358
0.666666667,0.96168836,1.407388144,0.75,1,1,0,1,0,0,0,0,1,0,1,1.308760997
0.333333333,0.848765751,1.098612289,0.75,1,1,0,1,0,0,0,1,0,0,0,1.212763007
0,0.813535598,1.023509984,0.625,1,1,0,1,0,0,0,1,1,0,1,0.76750738
0.666666667,0.766244727,1.532104709,0.75,1,1,0,1,0,0,0,0,0,0,1,1.077668118
0,2.090540813,2.116535666,0.75,1,1,0,1,0,0,0,0,0,1,1,2.171427356
0,0.777806465,0.853920401,0.75,1,0,1,0,0,0,0,0,0,1,0,0.496903789
0,0.586834102,1.328451719,0.75,1,1,0,1,0,1,0,0,0,1,1,0.794122509
0.333333333,1.703703689,0.392461024,0.75,1,0,0,0,0,0,0,0,0,1,1,1.510264316
0,0.780165698,0.879980508,0.75,1,1,0,0,0,0,0,1,0,0,0,0.708831111
0.333333333,1.107711015,1.555284555,0.75,1,1,0,1,0,0,0,0,1,0,1,1.092069038
0.666666667,0.729413828,1.149000781,0.75,1,1,0,1,0,0,0,0,0,1,1,0.770407897
0,0.517997786,0.665640535,0.375,1,1,0,1,0,0,0,0,1,0,0,1.162237081
0,1.078998161,1.737333298,0.75,1,1,0,0,0,0,0,0,0,0,0,1.224129677
1,0.759210888,1.15878081,0.75,1,1,0,1,0,0,0,0,0,0,1,0.967093747
0.666666667,0.497576284,0.960270526,1,1,0,0,1,0,0,0,0,1,0,1,0.511303942
0,0.694260528,1.017923377,0.75,0,1,0,1,0,0,0,1,1,0,0,0.707216335
0,0.937554059,1.316054866,0.75,1,1,0,0,0,0,0,0,1,0,0,0.932983527
0,0.748566484,0.84729786,0.75,1,0,0,0,0,0,0,1,0,0,0,0.463162225
0.666666667,0.530577844,0.443492504,0.75,1,1,0,1,0,0,0,1,1,0,1,0.558598679
0,0.590828782,0.538350297,0.75,1,1,0,0,0,0,0,0,1,0,1,0.278309335
1,1.062788257,0.879980508,0.75,1,1,0,1,0,1,0,0,0,0,1,0.990274836
0.666666667,1.300964206,2.116535666,0.75,1,1,0,1,0,1,0,0,0,0,1,1.625275038
0,0.93715132,1.056389658,0.75,1,1,0,0,0,0,0,0,1,0,0,0.952600893
0.666666667,1.938291533,1.954730493,0.75,1,1,0,1,0,1,0,0,0,0,1,1.75627639
0,0.80759227,0.942305971,0.75,1,1,0,1,0,0,0,0,1,0,1,0.531122014
0.333333333,1.015255517,1.210925324,0.75,0,1,0,1,0,0,0,1,1,0,1,0.946605666
0.333333333,0.624246115,0.840631169,0.75,1,1,0,0,0,0,0,1,1,0,1,0.566578222
0,1.185866424,1.056389658,0.75,1,1,0,0,0,0,0,1,1,0,1,0.954438371
0,0.262298347,1.437296916,0.75,1,1,0,1,0,0,0,0,0,0,1,0.924389266
1,0.882087743,0.879980508,0.75,1,1,0,1,0,0,0,0,0,1,1,0.616063939
0.666666667,0.778593495,0.942305971,0.75,0,1,0,0,0,0,0,0,0,0,0,0.497809899
0.333333333,1.569579464,1.360777766,0.75,1,1,0,0,0,0,0,0,1,0,0,1.368221917
0,1.97057589,1.029065554,0.75,1,0,0,0,0,1,0,1,0,1,1,1.789924739
0,0.600276183,1.03459043,0.75,1,1,0,0,0,0,1,1,0,0,1,0.664903207
0,1.11538037,1.772189373,0.75,1,1,0,1,0,0,0,0,0,1,1,1.271861259
0.666666667,0.783146093,0.924012778,0.75,1,1,0,0,0,0,0,0,1,0,1,0.503049209
0,0.667016087,0.633249039,0.75,1,1,0,1,0,0,0,1,0,0,0,0.47305204
1,1.146790195,1.192276765,0.375,1,1,0,1,0,0,0,0,0,0,1,0.911537443
0.333333333,0.927436611,1.108895156,0.375,1,0,0,1,0,0,0,0,1,0,1,1.028500508
0,0.519629939,0.873528873,0.75,0,0,0,0,0,0,0,0,1,0,0,0.193113274
0.333333333,0.788613148,0.84729786,0.75,1,0,0,0,0,0,1,0,1,0,1,0.509336174
0.333333333,0.540009983,1.045549444,0.75,1,1,0,1,0,0,0,1,0,1,1,0.690774182
0,0.684454841,0.892760234,0.75,1,0,0,1,0,0,0,1,1,0,1,0.514337442
0,0.640454811,1.182820429,0.75,1,1,0,1,0,0,0,0,0,0,1,0.684030656
0,0.741733301,0.742306417,0.075,1,1,0,0,0,0,0,1,1,0,0,0.455254951
0,0.595752568,1.134149023,0.75,1,1,0,0,0,0,0,0,0,0,1,0.620560066
0,0.979221277,0.89908937,0.75,0,0,0,0,0,0,0,0,1,0,0,0.725558549
0,0.643521192,0.942305971,0.75,1,1,0,1,0,0,0,0,0,0,1,0.696433513
0.666666667,1.170035794,1.194626942,0.75,0,1,0,1,0,1,0,0,0,0,0,0.937078014
0.333333333,0.58930888,0.960270526,0.75,1,1,0,1,0,0,0,1,0,0,1,0.706187392
0.333333333,0.73764365,1.196971609,0.75,1,1,0,1,0,0,0,0,0,1,1,0.931223602
0,0.582057632,1.299282984,0.75,0,1,0,1,0,0,0,1,0,1,0,0.69435222
0,0.779379905,1.067113622,0.375,0,1,0,1,0,0,0,0,0,0,0,1.070848817
0.333333333,1.037726993,0.233937796,0.75,1,1,0,1,0,0,0,0,1,0,1,0.921428965
0,0.622040435,0.771399377,0.75,1,0,0,0,0,0,0,0,0,1,1,0.617832686
1,1.487003975,1.587493458,0.75,1,1,0,1,0,1,0,0,1,0,1,1.280179673
0,0.824566232,1.215533627,0.75,1,1,0,1,0,0,0,0,1,0,1,0.928047911
0,0.867654797,1.3035024,0.75,1,0,0,1,0,0,0,0,1,0,1,0.91976736
0.666666667,0.792189578,0.930147767,0.75,1,1,0,1,0,0,0,1,1,0,1,0.555696708
0.333333333,2.031682337,2.318733079,0.75,1,0,0,1,0,1,0,0,1,0,1,1.85349068
0,1.09150339,1.41870902,0.75,1,1,0,1,0,0,0,0,0,0,1,1.082827935
0,1.07724889,1.067113622,0.75,1,1,0,0,0,1,0,1,1,0,1,0.834768896
0.666666667,1.377385904,1.581134136,0.75,0,1,0,1,0,0,0,0,0,1,0,1.162516669
0,0.908134164,1.000973819,0.75,1,1,0,1,0,0,0,1,0,0,1,0.645559024
0,0.73764365,0.665640535,0.75,1,1,0,0,0,0,0,0,0,1,1,0.450518382
1,0.748566484,1.017923377,0.75,0,1,0,1,0,0,0,0,0,0,0,0.847618261
0,0.567395461,0,0.75,1,0,0,0,0,0,0,0,0,1,0,0.250400073
0,0.709887173,0.905378698,0.75,0,1,0,1,0,0,0,0,0,1,0,0.758196704
0.333333333,0.751319077,1.320204249,0.75,1,1,0,1,0,0,0,0,0,1,1,0.749362096
0,0.994044883,1.229232471,0.75,0,1,0,1,0,0,0,0,0,1,0,0.929342929
0.666666667,1.896271296,1.633941435,0.75,1,1,0,1,0,0,0,0,0,1,1,1.712410613
0.666666667,1.11448114,1.324336487,1,1,1,0,1,0,0,0,1,1,0,0,1.059654393
1,1.145591808,1.15878081,0.75,1,1,0,1,0,0,0,0,1,0,0,0.910219145
0.666666667,0.708706734,0.930147767,0.175,1,1,0,1,0,0,0,0,0,1,1,0.503589643
0,0.696483511,1.088222585,0.75,0,0,1,1,0,0,0,0,1,0,0,0.76750738
0,0.720448881,0.942305971,0.75,1,1,0,0,0,0,0,0,0,1,1,0.856262464
0.333333333,0.444290252,0.924012778,0.75,1,1,0,1,0,0,0,0,0,0,1,0.572143074
0,0.712580097,1.210925324,0.75,1,1,0,0,0,0,1,0,0,1,1,0.872707535
0.666666667,1.160093442,1.395937637,0.75,1,1,0,1,0,0,0,0,1,0,1,0.92616125
0,0.456089799,0.813510863,0.75,1,1,0,0,0,0,0,0,0,1,0,2.416477484
0,0.709887173,0.349673748,0.75,1,0,0,1,0,0,0,0,1,0,1,0.418289229
