age,education,balance,day,month,duration,campaign,pdays,previous,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_nan,contact_telephone,contact_nan,poutcome_other,poutcome_success,poutcome_nan,marital_married,marital_single,default_yes,housing_yes,loan_yes,subscribed_yes,total_contact
58,0,42,9,1,96,1.791759469,264,0.916290732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.432700734
48,0,683,9,1,144,1.609437912,209,1.945910149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.925221415
46,0.333333333,692,9,1,388,1.098612289,257,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.049655444
54,0.333333333,2895,9,1,20,0.693147181,256,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
28,0.666666667,385,9,1,79,1.386294361,193,1.504077397,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.580352332
37,0.333333333,356,9,1,33,0.693147181,216,0.405465108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.783901544
36,0.666666667,99,10,1,86,0,85,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.618782765
37,0.333333333,248,10,1,77,0,279,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.783901544
38,0.666666667,184,10,1,64,0.693147181,188,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.925580779
39,0.333333333,363,11,1,67,0,209,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.618782765
31,0.333333333,554,11,1,80,0,6,0.405465108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.618782765
28,0.666666667,174,11,1,56,0,184,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.783901544
54,0.666666667,26306,11,1,27,0,84,0.916290732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.925580779
31,0.333333333,0,11,1,112,1.386294361,85,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.160020917
43,0.666666667,36,13,1,61,0,193,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618782765
45,0.333333333,2403,13,1,147,0.693147181,84,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.783901544
54,0.666666667,2960,13,1,94,2.197224577,85,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.509249185
51,0.333333333,195,17,1,105,0,92,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
59,0.666666667,1831,17,1,122,0,92,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.618782765
56,0.666666667,722,19,1,134,1.098612289,94,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.049655444
56,0.333333333,935,26,1,112,0,227,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783901544
35,0.333333333,2823,26,1,74,0,24,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.618782765
49,0.666666667,503,27,1,118,1.609437912,21,1.252762968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.509249185
36,0.333333333,725,27,1,123,1.098612289,99,1.609437912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.580352332
36,0.333333333,6384,27,1,59,0,101,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.618782765
37,0.666666667,708,27,1,32,1.386294361,225,0.916290732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.259407511
59,0.666666667,2143,28,0,59,0,268,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
40,0.666666667,378,28,0,260,0,268,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.783901544
42,0.333333333,759,28,0,97,0,169,0.916290732,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.925580779
43,0.333333333,87,28,0,130,0,247,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.783901544
43,0.666666667,626,28,0,72,0,167,0.693147181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.783901544
38,0.333333333,67,28,0,74,0,239,0.693147181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.783901544
48,0.333333333,651,28,0,228,0,196,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.783901544
53,0.333333333,392,28,0,70,0,245,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.618782765
33,0.333333333,-354,28,0,104,0,245,0.693147181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.783901544
46,0.333333333,557,28,0,148,0,197,1.098612289,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.049655444
57,0,362,28,0,91,0,231,0.405465108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618782765
52,0.333333333,393,28,0,446,0,182,1.609437912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.432700734
43,0.666666667,344,28,0,282,0,238,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.783901544
48,0.333333333,0,28,0,123,0,204,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
41,0.333333333,2478,28,0,347,0,230,0.405465108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
52,0.333333333,425,28,0,219,0.693147181,254,0.916290732,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.049655444
33,0.333333333,4012,28,0,90,0,265,1.098612289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.049655444
47,0,1452,28,0,181,0,177,0.693147181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.783901544
53,0.666666667,1672,28,0,176,0,189,0.405465108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.618782765
52,0.333333333,98,28,0,103,0,245,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
58,0.333333333,374,28,0,223,0,196,0.405465108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.618782765
54,0.666666667,1129,28,0,242,0,184,1.609437912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.432700734
56,0.333333333,-246,28,0,461,0.693147181,204,0.693147181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.925580779
31,0.333333333,20,28,0,304,0,71,0.405465108,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.618782765
38,0.333333333,105,28,0,158,0,265,0.693147181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
38,0.666666667,1066,28,0,86,0,189,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
51,0.333333333,176,28,0,214,0,183,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.783901544
44,0.333333333,429,28,0,99,0,246,1.098612289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.049655444
53,0.666666667,554,28,0,48,0,181,1.252762968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.160020917
35,0.666666667,436,28,0,507,0,184,1.098612289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.049655444
52,0.333333333,370,28,0,144,0,197,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
48,0.666666667,-295,28,0,121,0,190,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.783901544
57,0.333333333,1316,28,0,221,0.693147181,182,1.252762968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.259407511
57,0.333333333,297,28,0,120,0.693147181,154,2.197224577,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.972691172
37,0.333333333,62,28,0,252,0.693147181,268,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.925580779
54,0.333333333,876,28,0,66,0.693147181,198,0.916290732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.049655444
59,0.333333333,1455,28,0,222,0.693147181,191,0.405465108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
44,0.666666667,3463,28,0,290,0.693147181,153,0.916290732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.049655444
30,0.333333333,732,28,0,445,0,223,0.405465108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.618782765
37,0.333333333,417,28,0,389,0,181,1.252762968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.160020917
48,0.333333333,547,28,0,74,0,176,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.783901544
47,0.333333333,487,28,0,218,0.693147181,177,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.783901544
59,0,699,28,0,98,0,154,1.386294361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.259407511
55,0.333333333,3207,28,0,158,0.693147181,153,1.945910149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.767580614
49,0.333333333,177,28,0,90,0,204,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.618782765
42,0.333333333,799,28,0,234,0,181,1.386294361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.259407511
56,0.666666667,-528,28,0,290,0.693147181,184,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.925580779
26,0.333333333,0,28,0,148,0.693147181,258,0.693147181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.925580779
52,0.666666667,1392,28,0,1121,0.693147181,205,0.916290732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049655444
44,0.333333333,-199,28,0,692,0.693147181,247,0.916290732,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049655444
50,0.333333333,-70,28,0,391,0.693147181,191,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.783901544
40,0,366,28,0,168,0.693147181,205,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.783901544
47,0.333333333,644,28,0,54,1.098612289,160,2.014903021,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.875385493
29,0.333333333,376,28,0,49,1.098612289,183,1.098612289,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.259407511
51,0.333333333,413,28,0,82,0.693147181,254,0.693147181,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0.925580779
49,0.666666667,557,29,0,145,0,223,1.252762968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.160020917
31,0.666666667,86,29,0,100,0,170,1.098612289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.049655444
34,0.333333333,1988,29,0,53,0,266,0.693147181,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.783901544
57,0.333333333,1504,29,0,52,0,245,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
33,0.333333333,459,29,0,241,0,266,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.783901544
35,0.333333333,-259,29,0,381,0,247,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
60,0.333333333,2041,29,0,123,0,185,1.504077397,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.349803253
33,0.333333333,13,29,0,111,0,247,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.783901544
32,0.666666667,0,29,0,223,0,261,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.783901544
46,0.333333333,120,29,0,121,0,259,0.916290732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.925580779
36,0.333333333,532,29,0,391,0,241,0.405465108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.618782765
36,0.666666667,-290,29,0,150,0,189,0.916290732,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.925580779
34,0.333333333,673,29,0,89,0,260,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.783901544
39,0.333333333,272,29,0,199,0,234,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.783901544
48,0.333333333,133,29,0,451,0,197,0.405465108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.618782765
34,0.666666667,557,29,0,354,0,197,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
36,0.666666667,36,29,0,227,0,261,1.386294361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.259407511
36,0.333333333,313,29,0,167,0.693147181,198,0.405465108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
36,0.333333333,498,29,0,151,0,253,0.405465108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
36,0.333333333,319,29,0,29,0,266,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
46,0.333333333,521,29,0,246,0,226,0.916290732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.925580779
45,0.666666667,-90,29,0,128,0,192,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.618782765
35,0.333333333,149,29,0,99,0,245,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
60,0.333333333,478,29,0,139,0,171,1.252762968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.160020917
37,0,345,29,0,344,0,188,0.693147181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
33,0.666666667,893,29,0,259,0,259,1.704748092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.509249185
50,0.666666667,567,29,0,50,0,258,1.609437912,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.432700734
46,0.333333333,294,29,0,444,0,196,0.405465108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
49,0.666666667,1857,29,0,386,0,168,1.098612289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049655444
30,0.666666667,1422,29,0,305,0,223,2.674148649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2.353595014
41,0.333333333,254,29,0,194,0,188,0.405465108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.618782765
39,0.666666667,547,29,0,317,0.693147181,260,1.098612289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.160020917
51,0.666666667,0,29,0,121,0,244,0.693147181,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.783901544
41,0.333333333,1322,29,0,58,0,266,0.405465108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.618782765
33,0.333333333,111,29,0,55,0,195,0.916290732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.925580779
53,0.333333333,388,29,0,67,0,247,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.618782765
34,0.666666667,498,29,0,84,0,251,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
55,0.333333333,273,29,0,84,1.098612289,183,0.916290732,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.160020917
41,0.666666667,1330,29,0,41,0.693147181,261,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
42,0,299,29,0,305,0.693147181,261,0.693147181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.925580779
31,0.666666667,424,29,0,106,0,161,0.693147181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.783901544
31,0.666666667,732,29,0,542,0,241,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
38,0.666666667,-274,29,0,103,0,247,0.693147181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.783901544
48,0,1496,29,0,284,0.693147181,258,0.693147181,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.925580779
39,0.666666667,263,29,0,160,0,199,1.386294361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.259407511
34,0.666666667,303,29,0,50,0,195,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
53,0.666666667,1405,29,0,140,0,244,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.618782765
34,0.666666667,16992,29,0,71,0,245,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
36,0.333333333,-557,29,0,484,0,253,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.618782765
33,0.666666667,1345,29,0,257,0,262,0.916290732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.925580779
35,0.333333333,1239,29,0,112,0,195,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.618782765
29,0.666666667,246,29,0,61,0,265,0.405465108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
37,0.333333333,1694,29,0,404,0.693147181,251,1.386294361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.349803253
44,0,5418,29,0,188,0,185,1.252762968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.160020917
46,0.333333333,660,29,0,1026,0,259,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.783901544
40,0.333333333,94,29,0,121,0,245,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.618782765
30,0.333333333,193,29,0,326,0,244,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.783901544
45,0,487,29,0,117,0,163,1.098612289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.049655444
29,0.333333333,2768,29,0,69,0,241,1.098612289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.049655444
41,0.333333333,1141,29,0,75,0,247,0.405465108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
32,0.333333333,160,29,0,48,0,265,0.405465108,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.618782765
31,0.666666667,1025,29,0,93,0,254,0.916290732,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.925580779
31,0.333333333,360,29,0,89,0,241,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.618782765
40,0.666666667,351,29,0,338,0,254,0.916290732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.925580779
34,0.333333333,391,29,0,77,0,265,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.783901544
37,0.666666667,183,29,0,51,0,258,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
35,0.333333333,175,29,0,219,0,246,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.618782765
28,0.666666667,0,29,0,379,0,192,0.405465108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.618782765
39,0.333333333,648,29,0,85,0.693147181,240,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.783901544
28,0.333333333,1391,29,0,462,0.693147181,247,0.405465108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.783901544
59,0.666666667,2365,29,0,36,0,188,1.098612289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.049655444
56,0,420,29,0,129,0,265,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.618782765
50,0.333333333,2061,29,0,197,0.693147181,244,0.916290732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.049655444
34,0.333333333,341,29,0,136,0,262,0.916290732,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.925580779
34,0.333333333,381,29,0,83,0,262,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.618782765
31,0.333333333,678,29,0,249,0,259,1.098612289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.049655444
36,0.666666667,658,29,0,99,0,227,0.916290732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.925580779
35,0.666666667,1242,29,0,141,0,245,0.916290732,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.925580779
26,0.666666667,-402,29,0,66,0.693147181,262,0.693147181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.925580779
39,0.333333333,1099,29,0,211,0.693147181,245,1.386294361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.349803253
35,0.333333333,147,29,0,41,0,184,1.504077397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.349803253
32,0.333333333,1139,29,0,57,0,191,0.405465108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.618782765
53,0,354,29,0,133,0,226,0.693147181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.783901544
38,0,406,29,0,138,0,188,1.252762968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.160020917
45,0,300,29,0,203,0,261,0.916290732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.925580779
34,0.666666667,349,29,0,133,0.693147181,185,0.916290732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.049655444
55,0,2923,29,0,94,0,259,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.783901544
59,0.333333333,671,29,0,219,0.693147181,259,1.252762968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.259407511
53,0.333333333,367,29,0,155,0,261,0.693147181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.783901544
39,0.666666667,208,29,0,81,0,240,0.693147181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.783901544
60,0.333333333,-49,29,0,188,0,261,0.693147181,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.783901544
53,0.333333333,246,29,0,158,0.693147181,247,0.405465108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.783901544
38,0.666666667,16957,29,0,208,0,247,0.693147181,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.783901544
28,0.333333333,232,29,0,72,0,261,0.405465108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0.618782765
40,0,4168,29,0,91,0,223,0.916290732,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.925580779
26,0,155,29,0,291,0,244,1.098612289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.049655444
46,0.333333333,-3,29,0,79,0.693147181,265,0.693147181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.925580779
45,0.333333333,398,29,0,227,0,246,1.252762968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.160020917
